code,name,market,industry,status,is_st,tradable,updated_at,source
sh603348,文灿股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603350,安乃达,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603351,威尔药业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603352,至信股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603353,和顺石油,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603355,莱克电气,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603356,华菱精工,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603357,设计总院,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603358,华达科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603359,*ST东珠,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603360,百傲化学,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603363,傲农生物,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603365,水星家纺,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603366,日出东方,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603367,辰欣药业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603368,柳药集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603369,今世缘,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603370,华新精科,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603373,安邦护卫,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603375,盛景微,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603376,大明电子,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603377,ST东时,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603378,*ST亚士,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603379,三美股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603380,易德龙,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603381,永臻股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603382,海阳科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603383,顶点软件,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603385,惠达卫浴,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603386,骏亚科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603387,基蛋生物,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603389,亚振家居,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603390,通达电气,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603391,力聚热能,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603392,万泰生物,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603393,新天然气,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603395,红四方,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603396,金辰股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603398,*ST沐邦,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603399,永杉锂业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603400,华之杰,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603402,陕西旅游,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603406,天富龙,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603407,长裕集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603408,建霖家居,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603409,汇通控股,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603416,信捷电气,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603418,友升股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603421,鼎信通讯,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603429,*ST集友,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603435,嘉德利,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603439,三力制药,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603444,吉比特,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603456,九洲药业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603458,勘设股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603459,红板科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603466,风语筑,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603468,N津富,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603477,巨星农牧,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603486,科沃斯,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603488,展鹏科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603489,八方股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603496,恒为科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603499,翔港科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603500,祥和实业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603501,豪威集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603505,金石资源,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603506,南都物业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603507,振江股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603508,思维列控,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603511,爱慕股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603515,欧普照明,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603516,淳中科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603517,ST绝味,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603518,锦泓集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603519,立霸股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603520,司太立,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603527,众源新材,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603528,多伦科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603529,爱玛科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603530,神马电力,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603533,掌阅科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603535,嘉诚国际,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603536,惠发食品,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603538,美诺华,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603551,奥普科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603556,海兴电力,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603557,*ST起步,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603558,健盛集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603559,中通国脉,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603565,中谷物流,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603566,普莱柯,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603567,珍宝岛,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603568,伟明环保,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603569,长久物流,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603577,汇金通,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603578,三星新材,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603579,荣泰健康,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603580,艾艾精工,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603583,捷昌驱动,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603585,苏利股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603586,金麒麟,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603587,地素时尚,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603588,高能环境,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603589,口子窖,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603590,康辰药业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603595,ST东尼,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603596,伯特利,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603598,引力传媒,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603599,广信股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603600,永艺股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603601,再升科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603602,纵横通信,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603605,珀莱雅,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603606,东方电缆,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603607,京华激光,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603608,天创时尚,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603609,禾丰股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603610,麒盛科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603611,诺力股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603612,索通发展,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603613,国联股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603615,茶花股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603616,韩建河山,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603617,君禾股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603618,杭电股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603619,中曼石油,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603626,科森科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603628,清源股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603629,利通电子,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603630,拉芳家化,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603633,徕木股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603636,南威软件,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603637,镇海股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603638,艾迪精密,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603639,海利尔,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603648,畅联股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603650,彤程新材,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603655,朗博科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603656,泰禾智能,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603657,春光科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603658,安图生物,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603659,璞泰来,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603660,苏州科达,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603661,恒林股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603662,柯力传感,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603663,三祥新材,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603665,康隆达,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603666,亿嘉和,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603667,五洲新春,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603668,天马科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603669,灵康药业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603676,卫信康,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603677,奇精机械,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603678,火炬电子,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603679,华体科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603680,今创集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603681,永冠新材,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603682,锦和商管,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603683,晶华新材,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603685,晨丰科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603686,福龙马,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603687,大胜达,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603688,石英股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603689,皖天然气,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603690,至纯科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603693,江苏新能,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603696,安记食品,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603697,有友食品,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603698,航天工程,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603699,纽威股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603700,宁水集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603701,德宏股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603703,盛洋科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603706,东方环宇,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603707,健友股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603708,家家悦,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603709,中源家居,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603711,香飘飘,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603712,七一二,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603713,密尔克卫,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603716,塞力医疗,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603717,天域生物,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603718,*ST海利,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603719,良品铺子,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603721,中广天择,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603722,阿科力,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603725,天安新材,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603726,朗迪集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603727,博迈科,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603728,鸣志电器,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603729,ST龙韵,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603730,岱美股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603733,仙鹤股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603737,三棵树,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603738,泰晶科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603739,蔚蓝生物,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603755,日辰股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603757,大元泵业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603758,秦安股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603759,海天股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603766,隆鑫通用,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603767,中马传动,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603768,常青股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603773,沃格光电,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603776,永安行,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603777,来伊份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603778,国晟科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603779,威龙股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603786,科博达,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603787,新日股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603788,宁波高发,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603789,ST星农,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603790,雅运股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603797,联泰环保,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603798,康普顿,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603799,华友钴业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603800,洪田股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603801,志邦家居,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603803,瑞斯康达,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603806,福斯特,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603808,歌力思,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603809,豪能股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603810,丰山集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603811,诚意药业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603813,原尚股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603815,交建股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603816,顾家家居,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603817,海峡环保,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603818,曲美家居,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603819,神力股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603822,ST嘉澳,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603823,百合花,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603825,ST华扬,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603826,坤彩科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603828,*ST利达,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603829,洛凯股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603833,欧派家居,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603836,海程邦达,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603838,*ST四通,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603839,安正时尚,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603843,*ST正平,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603848,好太太,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603855,华荣股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603856,东宏股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603858,XD步长制,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603859,能科科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603860,中公高科,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603861,白云电器,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603863,松炀资源,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603866,桃李面包,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603867,新化股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603868,飞科电器,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603869,ST智知,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603871,嘉友国际,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603876,鼎胜新材,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603877,太平鸟,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603878,武进不锈,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603879,永悦科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603880,南卫股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603881,数据港,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603882,金域医学,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603883,老百姓,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603885,吉祥航空,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603886,元祖股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603887,城地香江,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603888,新华网,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603889,新澳股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603890,春秋电子,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603893,瑞芯微,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603895,天永智能,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603896,寿仙谷,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603897,长城科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603898,好莱客,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603899,晨光股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603900,莱绅通灵,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603901,永创智能,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603903,中持股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603906,龙蟠科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603908,牧高笛,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603909,建发合诚,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603912,佳力图,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603915,国茂股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603916,苏博特,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603917,合力科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603918,金桥信息,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603919,金徽酒,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603920,世运电路,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603922,ST金鸿顺,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603926,铁流股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603927,中科软,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603928,兴业股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603929,亚翔集成,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603931,格林达,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603933,睿能科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603936,博敏电子,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603937,丽岛新材,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603938,三孚股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603939,益丰药房,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603948,建业股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603949,雪龙集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603950,长源东谷,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603955,大千生态,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603956,威派格,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603958,哈森股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603959,ST百利,sh,,active,True,True,2026-08-07T01:14:17+08:00,akshare
sh603960,克来机电,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603966,法兰泰克,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603967,中创物流,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603968,醋化股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603969,银龙股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603970,中农立华,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603976,正川股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603977,国泰集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603978,深圳新星,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603979,金诚信,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603980,吉华集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603982,泉峰汽车,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603983,丸美生物,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603985,恒润股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603986,兆易创新,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603987,康德莱,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603988,中电电机,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603989,艾华集团,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603990,麦迪科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603991,领先股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603992,松霖科技,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603993,洛阳钼业,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603995,甬金股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603997,继峰股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603998,方盛制药,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh603999,读者传媒,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh605001,威奥股份,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
sh605003,众望布艺,sh,,active,False,True,2026-08-07T01:14:17+08:00,akshare
